country,date,experiment_id,order_id,spend_usd,user_id,vertical
US,20170405,12624549,7464004152161229569,11.99,11936268987816495850,ANDROID_APPS
US,20170403,12624549,12876401274891920856,19.99,11936268987816495850,ANDROID_APPS
US,20170403,12624549,13876597780924571273,19.99,11936268987816495850,ANDROID_APPS
US,20170402,12624549,5762733063780504797,19.99,11936268987816495850,ANDROID_APPS
US,20170402,12624549,13365437971635537789,19.99,11936268987816495850,ANDROID_APPS
US,20170403,12624549,16431952846444864853,19.99,11936268987816495850,ANDROID_APPS
US,20170403,12624549,5616391973505410233,19.99,11936268987816495850,ANDROID_APPS
US,20170403,12624549,14792177135148179908,19.99,11936268987816495850,ANDROID_APPS
US,20170403,12624549,7629383899842027628,14.99,11936268987816495850,ANDROID_APPS
CA,20170401,12624549,17492722099284427720,4.121203,14038125557817057925,ANDROID_APPS
NZ,20170407,12624548,17361185188659735484,13.449449,13625318472882626688,ANDROID_APPS
DE,20170405,12624549,15101403189367569283,9.591283,17476623198978910381,ANDROID_APPS
JP,20170402,12624549,5685379894190410417,3.541582,913222261797413669,ANDROID_APPS
NL,20170405,12624549,5203667155344421641,4.619605,4313652790879700379,ANDROID_APPS
NL,20170405,12624549,5023119712055088154,3.894125,4313652790879700379,ANDROID_APPS
FR,20170404,12624549,18071842238676726105,1.162336,12455787776652671015,ANDROID_APPS
FR,20170403,12624549,9081638870676336677,5.855049,12455787776652671015,ANDROID_APPS
FR,20170401,12624549,4633984427870293758,27.737957,12455787776652671015,ANDROID_APPS
FR,20170404,12624549,7427862807377934216,1.162336,12455787776652671015,ANDROID_APPS
FR,20170405,12624549,10414641485279338555,23.46077,12455787776652671015,ANDROID_APPS
FR,20170406,12624549,10144738473959296397,5.848129,12455787776652671015,ANDROID_APPS
FR,20170405,12624549,9075801140067219894,11.72505,12455787776652671015,ANDROID_APPS
FR,20170406,12624549,7376699174150916854,11.70691,12455787776652671015,ANDROID_APPS
CA,20170406,12624549,912834067098707511,0.961,17977188240788839834,MUSIC
CA,20170406,12624549,9633825746053748578,1.035496,17977188240788839834,ANDROID_APPS
CA,20170406,12624549,7975240346220264846,0.961,17977188240788839834,MUSIC
JP,20170405,12624548,4814623128366225476,2.923022,17857345277449857799,ANDROID_APPS
US,20170403,12624549,10389342347484087603,5.99,11726611970270373420,ANDROID_APPS
US,20170404,12624549,4638475371423169398,1.99,11726611970270373420,ANDROID_APPS
US,20170403,12624549,2646657531215668242,5.99,11726611970270373420,ANDROID_APPS
US,20170404,12624549,9155326230354007084,1.99,11726611970270373420,ANDROID_APPS
US,20170405,12624549,4763802034898898976,5.99,11726611970270373420,ANDROID_APPS
US,20170405,12624549,10299281869420470424,5.99,11726611970270373420,ANDROID_APPS
US,20170407,12624549,17031172278241124897,5.99,11726611970270373420,ANDROID_APPS
US,20170402,12624549,5751279695262933949,1.99,11726611970270373420,ANDROID_APPS
US,20170405,12624549,5098266895775134207,5.99,11726611970270373420,ANDROID_APPS
US,20170404,12624549,5506304320248913786,9.99,11726611970270373420,ANDROID_APPS
US,20170404,12624549,5424238644321167005,1.99,11726611970270373420,ANDROID_APPS
US,20170405,12624549,11449000835532088271,5.99,11726611970270373420,ANDROID_APPS
US,20170402,12624549,2068279254572710722,5.99,11726611970270373420,ANDROID_APPS
US,20170405,12624549,3652875763486964812,5.99,11726611970270373420,ANDROID_APPS
US,20170403,12624549,5194246176994614863,5.99,11726611970270373420,ANDROID_APPS
US,20170402,12624549,17741647408372535246,9.99,11726611970270373420,ANDROID_APPS
US,20170401,12624549,12271184335267943589,1.99,11726611970270373420,ANDROID_APPS
US,20170402,12624549,7055888032396739840,5.99,11726611970270373420,ANDROID_APPS
US,20170402,12624549,8763148417881180604,1.99,11726611970270373420,ANDROID_APPS
US,20170404,12624549,1315816647486342236,1.99,11726611970270373420,ANDROID_APPS
US,20170404,12624549,1939575493838147038,1.99,11726611970270373420,ANDROID_APPS
US,20170403,12624549,6603855823836604935,5.99,11726611970270373420,ANDROID_APPS
US,20170407,12624549,7067752456527502640,1.99,11726611970270373420,ANDROID_APPS
US,20170407,12624549,6824018115110650990,1.99,11726611970270373420,ANDROID_APPS
US,20170401,12624549,3723947610884414052,5.99,11726611970270373420,ANDROID_APPS
US,20170402,12624549,14142097811166321761,1.99,11726611970270373420,ANDROID_APPS
US,20170405,12624549,2269219797912725515,5.99,11726611970270373420,ANDROID_APPS
US,20170402,12624549,8268603471547027127,1.99,11726611970270373420,ANDROID_APPS
KR,20170407,12624549,1564536521393818013,16.660055,16282524963928324378,ANDROID_APPS
KR,20170405,12624549,10428044559417892849,4.978389,16282524963928324378,ANDROID_APPS
KR,20170405,12624549,15010932098464338387,1.955795,16282524963928324378,ANDROID_APPS
CA,20170401,12624548,5268440297826243308,11.868165,18432271767842867629,OCEAN
IT,20170401,12624548,5320187355970684563,0.917839,7449874250509809304,ANDROID_APPS
IT,20170404,12624548,12502213162147391687,4.60669,7449874250509809304,ANDROID_APPS
IT,20170406,12624548,5916549993781637086,0.9161,7449874250509809304,ANDROID_APPS
IT,20170407,12624548,9736546363338359160,9.177339,7449874250509809304,ANDROID_APPS
IT,20170401,12624548,10162411696429811120,4.610541,7449874250509809304,ANDROID_APPS
IT,20170401,12624548,3202360129254104236,0.917839,7449874250509809304,ANDROID_APPS
IT,20170406,12624548,3574930699743606218,9.214265,7449874250509809304,ANDROID_APPS
JP,20170407,12624548,12929936334807191325,1.262439,6486389964360733056,ANDROID_APPS
US,20170407,12624549,6090178981439617935,1.38,18278733379820041839,MUSIC
US,20170405,12624549,2192788189913353488,1.38,18278733379820041839,MUSIC
KR,20170401,12624549,8270985683651689934,5.59,9300149651621784007,ANDROID_APPS
ES,20170402,12624548,300657641532614876,2.123837,7627514558437913506,ANDROID_APPS
ES,20170401,12624548,13454328593137541355,3.191092,7627514558437913506,ANDROID_APPS
ES,20170402,12624548,11154462033516195202,2.870915,7627514558437913506,ANDROID_APPS
ES,20170402,12624548,2142968642680680600,2.123837,7627514558437913506,ANDROID_APPS
ES,20170406,12624548,15708013114895247858,2.119813,7627514558437913506,ANDROID_APPS
KR,20170403,12624549,1319729612437764229,9.802592,15183119232709953241,ANDROID_APPS
JP,20170401,12624548,6852830791203560075,44.830154,4278076129545693282,ANDROID_APPS
JP,20170401,12624548,5888896119821387916,4.303694,4278076129545693282,ANDROID_APPS
US,20170401,12624549,10521185331129326029,9.99,12616163745870427127,ANDROID_APPS
US,20170401,12624549,10549196450110879597,39.99,12616163745870427127,ANDROID_APPS
US,20170406,12624549,11815814858501597120,39.99,12616163745870427127,ANDROID_APPS
US,20170406,12624549,2700942785589563158,35.99,12616163745870427127,ANDROID_APPS
US,20170406,12624549,5858988979840558715,39.99,12616163745870427127,ANDROID_APPS
ES,20170401,12624549,16442178787223365117,36.275997,14004374048553932372,ANDROID_APPS
ES,20170404,12624549,3977534150049497889,1.162336,14004374048553932372,ANDROID_APPS
ES,20170404,12624549,13447210099215791909,3.614972,14004374048553932372,ANDROID_APPS
ES,20170404,12624549,15981080879409640755,4.681336,14004374048553932372,ANDROID_APPS
ES,20170407,12624549,14577179646580521391,3.490571,14004374048553932372,ANDROID_APPS
ES,20170404,12624549,279487740449481807,3.614972,14004374048553932372,ANDROID_APPS
ES,20170402,12624549,2676440380169612279,5.859229,14004374048553932372,ANDROID_APPS
ES,20170405,12624549,17397083447839094071,13.858817,14004374048553932372,ANDROID_APPS
ES,20170402,12624549,15084406564098388127,1.376758,14004374048553932372,ANDROID_APPS
ES,20170404,12624549,970199857711632472,11.719335,14004374048553932372,ANDROID_APPS
AT,20170407,12624548,4456608874601227596,1.899125,9454986619412090514,ANDROID_APPS
KR,20170406,12624548,4555003279966760975,1.941144,7188597766374229614,ANDROID_APPS
KR,20170402,12624548,2030485352763565340,1.967007,18171309967194114242,ANDROID_APPS
US,20170402,12624549,11943886733653203509,14.99,8684059361457053052,ANDROID_APPS
US,20170401,12624549,14481269735767289645,0.99,8684059361457053052,ANDROID_APPS
US,20170407,12624549,10507311998567735811,0.99,8684059361457053052,ANDROID_APPS
US,20170402,12624549,3128886241500168507,14.99,8684059361457053052,ANDROID_APPS
JP,20170405,12624548,8115326218798298167,8.660808,450056385957849660,ANDROID_APPS
JP,20170403,12624548,9913518083867435692,8.641968,450056385957849660,ANDROID_APPS
JP,20170401,12624548,12730938273520428903,87.867103,450056385957849660,ANDROID_APPS
JP,20170401,12624548,16563937933801041588,87.867103,450056385957849660,ANDROID_APPS
JP,20170403,12624548,5816862753923300971,19.80451,450056385957849660,ANDROID_APPS
JP,20170401,12624548,14157549769223874474,87.867103,450056385957849660,ANDROID_APPS
JP,20170401,12624548,18441088519835215360,87.867103,450056385957849660,ANDROID_APPS
JP,20170403,12624548,5542016293371081873,19.80451,450056385957849660,ANDROID_APPS
JP,20170402,12624548,4470132927813527637,87.867103,450056385957849660,ANDROID_APPS
JP,20170403,12624548,544576916975811930,45.010251,450056385957849660,ANDROID_APPS
JP,20170401,12624548,1829619788740274555,87.867103,450056385957849660,ANDROID_APPS
JP,20170403,12624548,8818079281887074860,88.220093,450056385957849660,ANDROID_APPS
ES,20170402,12624549,6105568402181233551,10.661877,1756099119210447194,MUSIC
KR,20170406,12624549,15347381425600892800,29.349226,17533781219156139158,ANDROID_APPS
KR,20170406,12624549,1002095789753880377,9.384552,17533781219156139158,ANDROID_APPS
KR,20170406,12624549,6060879481793154140,9.384552,17533781219156139158,ANDROID_APPS
KR,20170406,12624549,9932260287077971382,4.686982,17533781219156139158,ANDROID_APPS
TR,20170402,12624549,7477923936411231438,2.745827,2614158490015550098,ANDROID_APPS
IT,20170403,12624548,7520152302232062062,6.388296,3334887252565123281,ANDROID_APPS
SG,20170407,12624548,5124483071802366347,13.501807,9480515870012376032,OCEAN
GB,20170406,12624549,7171606268186636945,0.124713,9676281742316685248,ANDROID_APPS
US,20170406,12624549,4759582181593718703,1.99,11090400841512648693,ANDROID_APPS
US,20170406,12624549,17169791861705928623,9.99,11090400841512648693,ANDROID_APPS
JP,20170403,12624548,15203814010431778312,1.80041,15728084289924698478,ANDROID_APPS
JP,20170406,12624548,788598181843426878,4.332317,11785035149720484222,ANDROID_APPS
CH,20170402,12624548,12560266626780263190,3.594656,4362235046888174360,ANDROID_APPS
AU,20170406,12624549,15592962121327298648,2.25636,17812712271727175439,ANDROID_APPS
US,20170406,12624549,2216871028985838700,19.99,3659561261588336546,ANDROID_APPS
US,20170404,12624549,7771425263197855716,19.99,3659561261588336546,ANDROID_APPS
US,20170404,12624549,1549342062436664018,39.99,3659561261588336546,ANDROID_APPS
US,20170401,12624549,17943210556580942992,19.99,3659561261588336546,ANDROID_APPS
US,20170401,12624549,17511438899767627798,0.99,3659561261588336546,ANDROID_APPS
US,20170401,12624549,14181259234722501452,9.99,3659561261588336546,ANDROID_APPS
US,20170402,12624549,6720123150182430132,49.99,3659561261588336546,ANDROID_APPS
US,20170401,12624548,1413913652881772607,5.99,7921417227562122166,ANDROID_APPS
US,20170403,12624548,2363982117728400422,5.99,7921417227562122166,ANDROID_APPS
US,20170403,12624548,3672971965948827775,5.99,7921417227562122166,ANDROID_APPS
US,20170404,12624548,3290475667473218394,5.99,7921417227562122166,ANDROID_APPS
US,20170406,12624548,14490310714996236403,9.99,7921417227562122166,ANDROID_APPS
KR,20170404,12624548,18332584504683032382,9.60654,17601225544275423006,ANDROID_APPS
KR,20170405,12624548,657068555683665619,4.693021,7235011106628385303,ANDROID_APPS
US,20170405,12624549,7059034589483462446,49.99,16325981456106360689,ANDROID_APPS
US,20170402,12624549,2871448946156169834,9.99,2815189593328845113,ANDROID_APPS
ES,20170404,12624549,3130581771760704083,7.453881,8192065835083380547,ANDROID_APPS
ES,20170407,12624549,16640282573276417061,2.853106,15464340986938528746,ANDROID_APPS
CA,20170402,12624548,15958788284144262900,56.293089,15936148911542764380,ANDROID_APPS
US,20170407,12624549,15059046880188771429,84.99,15692059163785601835,ANDROID_APPS
GB,20170402,12624548,63572948712836233,1.23901,9307848129350266008,ANDROID_APPS
GB,20170407,12624548,15145317956144315623,9.90568,9307848129350266008,ANDROID_APPS
GB,20170401,12624548,14399893638866448217,1.23901,9307848129350266008,ANDROID_APPS
GB,20170407,12624548,11008146748385110823,18.583999,9307848129350266008,ANDROID_APPS
GB,20170405,12624548,11290125285035205889,12.465081,9307848129350266008,ANDROID_APPS
GB,20170407,12624548,3460280472405781154,6.186401,9307848129350266008,ANDROID_APPS
GB,20170403,12624548,17818313784441850924,6.234433,9307848129350266008,ANDROID_APPS
GB,20170407,12624548,16286742195721822961,12.3852,9307848129350266008,ANDROID_APPS
GB,20170407,12624548,11706579985889316383,12.3852,9307848129350266008,ANDROID_APPS
GB,20170407,12624548,17152184658965197106,18.583999,9307848129350266008,ANDROID_APPS
GB,20170404,12624548,3284316418920459016,1.231673,9307848129350266008,ANDROID_APPS
GB,20170404,12624548,3850558378105970923,1.231673,9307848129350266008,ANDROID_APPS
GB,20170404,12624548,297434974227778705,1.231673,9307848129350266008,ANDROID_APPS
GB,20170404,12624548,13594172816368341573,1.231673,9307848129350266008,ANDROID_APPS
GB,20170403,12624548,12136433221870235708,12.48136,9307848129350266008,ANDROID_APPS
GB,20170407,12624548,16239125656800976602,1.227362,9307848129350266008,ANDROID_APPS
GB,20170406,12624548,2033164829828165538,1.234665,9307848129350266008,ANDROID_APPS
GB,20170403,12624548,11254367108553119334,1.236891,9307848129350266008,ANDROID_APPS
GB,20170404,12624548,15722063784388854506,1.231673,9307848129350266008,ANDROID_APPS
GB,20170406,12624548,13604358257254482352,1.234665,9307848129350266008,ANDROID_APPS
GB,20170404,12624548,5888213192715461946,1.231673,9307848129350266008,ANDROID_APPS
GB,20170405,12624548,15954439993114213927,1.235278,9307848129350266008,ANDROID_APPS
GB,20170404,12624548,11733706114781984345,6.20813,9307848129350266008,ANDROID_APPS
GB,20170404,12624548,1227848171266084054,1.231673,9307848129350266008,ANDROID_APPS
GB,20170404,12624548,879219718178442224,6.20813,9307848129350266008,ANDROID_APPS
GB,20170403,12624548,12286969485210202289,1.236891,9307848129350266008,ANDROID_APPS
GB,20170404,12624548,109262573914858608,1.231673,9307848129350266008,ANDROID_APPS
GB,20170403,12624548,12931458095949519340,18.728288,9307848129350266008,ANDROID_APPS
US,20170404,12624548,13157539199411902760,3.17,16577159990095179651,ANDROID_APPS
US,20170403,12624548,9124965139682611283,1.99,16577159990095179651,ANDROID_APPS
US,20170404,12624548,11809794351426657828,1.99,16577159990095179651,ANDROID_APPS
US,20170404,12624548,13459247158220046874,3.17,16577159990095179651,ANDROID_APPS
GB,20170406,12624549,6206907202992473581,1.234665,16734737973453705373,ANDROID_APPS
JP,20170402,12624548,9622504523286520826,26.001489,17911418316903581332,ANDROID_APPS
CA,20170402,12624548,1558434660708970847,0.96837,5713643531782218746,MUSIC
CA,20170402,12624548,7298384791877001917,0.96837,5713643531782218746,MUSIC
CA,20170402,12624548,116448797155028101,0.96837,5713643531782218746,MUSIC
CA,20170402,12624548,498818557055821068,0.96837,5713643531782218746,MUSIC
CA,20170402,12624548,9608925208632990005,0.96837,5713643531782218746,MUSIC
CA,20170402,12624548,14766002821577185444,0.96837,5713643531782218746,MUSIC
CA,20170402,12624548,6386680326998773500,0.96837,5713643531782218746,MUSIC
CA,20170402,12624548,4551033738558431419,1.493842,5713643531782218746,MUSIC
CA,20170402,12624548,7193398167387246452,0.743167,5713643531782218746,MUSIC
JP,20170407,12624548,3441295522770636935,8.656727,4743896920079121512,ANDROID_APPS
JP,20170402,12624548,2185804523050628545,4.617505,4743896920079121512,ANDROID_APPS
JP,20170402,12624548,6572076828771982860,4.303694,4743896920079121512,ANDROID_APPS
JP,20170405,12624548,2525826418438548739,4.330404,4743896920079121512,ANDROID_APPS
US,20170406,12624549,12362551400876756253,9.13,8094820023650192121,ANDROID_APPS
DE,20170407,12624548,6354691201370225946,10.599031,18384313909857896843,ANDROID_APPS
US,20170405,12624548,2401579091544890692,0.99,2320465914243698778,ANDROID_APPS
IN,20170403,12624548,6573797182794080652,5.076329,7445691409010452636,ANDROID_APPS
IN,20170406,12624548,7354514167569185614,5.10675,7445691409010452636,ANDROID_APPS
IN,20170406,12624548,10919069329878027807,5.10675,7445691409010452636,ANDROID_APPS
DE,20170403,12624549,1970881040208480515,1.055828,2559875142639508134,ANDROID_APPS
NL,20170402,12624548,2559832604913246833,3.820772,551104639677005950,OCEAN
NL,20170401,12624548,12435203156937105569,3.820772,551104639677005950,OCEAN
NL,20170403,12624548,17563192862207455961,3.818046,551104639677005950,OCEAN
NL,20170402,12624548,10039187790305465706,3.820772,551104639677005950,OCEAN
US,20170406,12624548,6311345639701552883,4.99,14788950912323597325,ANDROID_APPS
US,20170401,12624548,8047726651081695000,18.99,12159209502669351307,YOUTUBE
US,20170402,12624548,5603707383013558380,0.99,12159209502669351307,ANDROID_APPS
KR,20170401,12624549,11671900402511585468,29.505118,11376877305078901079,ANDROID_APPS
KR,20170407,12624549,7309265264132431965,96.963286,11376877305078901079,ANDROID_APPS
KR,20170407,12624549,5758272361992732033,9.696328,11376877305078901079,ANDROID_APPS
BE,20170402,12624549,4808083895586687588,5.325602,9294857200253812579,ANDROID_APPS
BE,20170402,12624549,15270807339375989008,5.325602,9294857200253812579,ANDROID_APPS
BE,20170404,12624549,9943708829456980880,5.321154,9294857200253812579,ANDROID_APPS
US,20170401,12624548,13756655717183299793,14.99,694823423763108684,ANDROID_APPS
FR,20170405,12624549,14258332117545428569,5.323749,15590866385049789782,ANDROID_APPS
FR,20170402,12624549,11046235850037253576,5.325602,15590866385049789782,ANDROID_APPS
FR,20170404,12624549,9268084987540145402,10.580111,15590866385049789782,ANDROID_APPS
JP,20170404,12624549,17379580419122247206,7.593251,8260905743282750841,ANDROID_APPS
JP,20170401,12624549,186226775422147605,2.904994,8260905743282750841,ANDROID_APPS
JP,20170404,12624549,870018612952843897,10.847502,8260905743282750841,ANDROID_APPS
PT,20170404,12624548,17969970464399220795,5.321154,13567852309935848728,ANDROID_APPS
US,20170404,12624549,14312259065105657168,21.24,7282889712759980409,ANDROID_APPS
GB,20170407,12624549,3552977831607874121,2.467122,1694763209670795708,ANDROID_APPS
GB,20170406,12624549,13336721953158455614,2.481801,1694763209670795708,ANDROID_APPS
US,20170406,12624549,2942029710559831375,9.99,15842300470230525241,ANDROID_APPS
US,20170406,12624549,17888533426913053593,9.99,15842300470230525241,YOUTUBE
US,20170406,12624549,3129625718379341398,4.99,15842300470230525241,ANDROID_APPS
US,20170401,12624549,4970029754715891443,0.99,15842300470230525241,ANDROID_APPS
US,20170401,12624549,2743097167338815553,49.99,7929636592382546107,ANDROID_APPS
US,20170407,12624549,14752685312227624175,99.99,7929636592382546107,ANDROID_APPS
US,20170401,12624549,14359469739212095082,19.99,7929636592382546107,ANDROID_APPS
US,20170404,12624549,12473422278874191355,99.99,7929636592382546107,ANDROID_APPS
US,20170407,12624549,14189043386681565776,19.99,7929636592382546107,ANDROID_APPS
US,20170405,12624549,18197885632587783339,99.99,7929636592382546107,ANDROID_APPS
